year,province,baseline_2025_power_mw,provincial_share,target_total_power_mw,min_extendable_power_mw,max_extendable_power_mw,min_extendable_energy_mwh,max_extendable_energy_mwh,guard_active,lower_multiplier,upper_multiplier,national_cumulative_target_mw
2050,Shandong,11210.0,0.0824264699821583,70062.49948483455,0.0,91081.24933028492,0.0,546487.4959817096,True,0.0,1.3,850000.0
2050,Henan,5000.0,0.03676470561202422,31249.999770220584,0.0,40624.99970128676,0.0,243749.99820772058,True,0.0,1.3,850000.0
2050,Hubei,1569.204,0.01153826462104217,9807.524927885845,0.0,12749.7824062516,0.0,76498.69443750959,True,0.0,1.3,850000.0
2050,Hunan,5317.517,0.03909938941838684,33234.48100562881,0.0,43204.82530731746,0.0,259228.95184390474,True,0.0,1.3,850000.0
2050,Guangdong,7317.268,0.05380344078085705,45732.92466372849,0.0,59452.80206284704,0.0,356716.81237708224,True,0.0,1.3,850000.0
2050,Guangxi,996.006,0.007323573475561959,6225.037454227665,0.0,8092.548690495964,0.0,48555.292142975784,True,0.0,1.3,850000.0
2050,Hainan,209.59,0.0015411029298448313,1309.9374903681066,0.0,1702.9187374785388,0.0,10217.512424871233,True,0.0,1.3,850000.0
2050,Chongqing,197.552,0.0014525882246133215,1234.6999909213232,0.0,1605.1099881977202,0.0,9630.65992918632,True,0.0,1.3,850000.0
2050,Sichuan,766.627,0.005636963193845858,4791.418714768979,0.0,6228.844329199673,0.0,37373.065975198035,True,0.0,1.3,850000.0
2050,Guizhou,2053.685,0.015100624888965991,12835.531155621093,0.0,16686.19050230742,0.0,100117.14301384453,True,0.0,1.3,850000.0
2050,Yunnan,5000.0,0.03676470561202422,31249.999770220584,0.0,40624.99970128676,0.0,243749.99820772058,True,0.0,1.3,850000.0
2050,Tibet,197.882,0.0014550146951837154,1236.762490906158,0.0,1607.7912381780056,0.0,9646.747429068033,True,0.0,1.3,850000.0
2050,Shaanxi,2517.058,0.01850777927567809,15731.612384326376,0.0,20451.09609962429,0.0,122706.57659774573,True,0.0,1.3,850000.0
2050,Gansu,6340.117,0.04661850701015803,39625.730958634325,0.0,51513.450246224624,0.0,309080.70147734776,True,0.0,1.3,850000.0
2050,Qinghai,4422.175,0.032515992407970644,27638.593546775046,0.0,35930.17161080756,0.0,215581.02966484538,True,0.0,1.3,850000.0
2050,Ningxia,8780.721,0.06456412452526378,54879.50584647421,0.0,71343.35760041648,0.0,428060.1456024989,True,0.0,1.3,850000.0
2050,Xinjiang,18800.0,0.13823529310121105,117499.9991360294,0.0,152749.99887683822,0.0,916499.9932610292,True,0.0,1.3,850000.0
2055,Beijing,89.707,0.0006596102892675713,626.6297748041927,0.0,814.6187072454505,0.0,4887.712243472703,True,0.0,1.3,950000.0
2055,Tianjin,327.495,0.002408051452881974,2287.6488802378753,0.0,2973.943544309238,0.0,17843.66126585543,True,0.0,1.3,950000.0
2055,Hebei,6658.259,0.048957786404722155,46509.897084486045,0.0,60462.86620983186,0.0,362777.1972589912,True,0.0,1.3,950000.0
2055,Shanxi,3751.743,0.027586345385394517,26207.02811612479,0.0,34069.13655096223,0.0,204414.81930577336,True,0.0,1.3,950000.0
2055,InnerMongolia,20260.0,0.14897058713992214,141522.05778292604,0.0,183978.67511780385,0.0,1103872.0507068231,True,0.0,1.3,950000.0
2055,Liaoning,982.154,0.0072217205351344065,6860.634508377686,0.0,8918.824860890993,0.0,53512.949165345955,True,0.0,1.3,950000.0
2055,Jilin,677.251,0.004979786728089803,4730.7973916853125,0.0,6150.036609190906,0.0,36900.21965514544,True,0.0,1.3,950000.0
2055,Heilongjiang,700.832,0.005153176432697231,4895.51761106237,0.0,6364.172894381081,0.0,38185.03736628649,True,0.0,1.3,950000.0
2055,Shanghai,225.255,0.001656286752527303,1573.4724149009378,0.0,2045.5141393712192,0.0,12273.084836227315,True,0.0,1.3,950000.0
2055,Jiangsu,10544.137,0.07753041854757045,73653.89762019193,0.0,95750.06690624951,0.0,574500.4014374971,True,0.0,1.3,950000.0
